Time (fs=25),thermal_camera,chest_belt
36.96,-0.6895,0.66069
37,-0.68649,0.6848
37.04,-0.6826,0.70575
37.08,-0.67783,0.72365
37.12,-0.67221,0.73862
37.16,-0.66574,0.75015
37.2,-0.65845,0.75863
37.24,-0.65033,0.76358
37.28,-0.64138,0.76529
37.32,-0.63162,0.76363
37.36,-0.62102,0.75864
37.4,-0.60959,0.75043
37.44,-0.59733,0.73874
37.48,-0.58421,0.7241
37.52,-0.57023,0.70611
37.56,-0.55538,0.68532
37.6,-0.53965,0.66163
37.64,-0.52302,0.63492
37.68,-0.50549,0.606
37.72,-0.48705,0.57416
37.76,-0.46768,0.54043
37.8,-0.44739,0.50452
37.84,-0.42617,0.46638
37.88,-0.40403,0.42704
37.92,-0.38096,0.38556
37.96,-0.35697,0.3433
38,-0.33209,0.2998
38.04,-0.30631,0.25504
38.08,-0.27967,0.21022
38.12,-0.25219,0.16417
38.16,-0.22391,0.11846
38.2,-0.19485,0.072478
38.24,-0.16506,0.026249
38.28,-0.13459,-0.019041
38.32,-0.1035,-0.064662
38.36,-0.071836,-0.10899
38.4,-0.039673,-0.15276
38.44,-0.0070792,-0.19592
38.48,0.025869,-0.2374
38.52,0.059089,-0.27848
38.56,0.092494,-0.31761
38.6,0.12599,-0.35564
38.64,0.15949,-0.39242
38.68,0.19288,-0.42716
38.72,0.22606,-0.46101
38.76,0.25892,-0.49262
38.8,0.29135,-0.52291
38.84,0.32323,-0.55157
38.88,0.35446,-0.5782
38.92,0.3849,-0.60373
38.96,0.41443,-0.62703
39,0.44295,-0.6491
39.04,0.47032,-0.66942
39.08,0.49642,-0.688
39.12,0.52114,-0.7055
39.16,0.54436,-0.72105
39.2,0.56596,-0.73564
39.24,0.58584,-0.74854
39.28,0.60389,-0.76019
39.32,0.62001,-0.77089
39.36,0.6341,-0.78003
39.4,0.64609,-0.7886
39.44,0.65589,-0.79561
39.48,0.66344,-0.80189
39.52,0.66867,-0.80738
39.56,0.67153,-0.81173
39.6,0.67198,-0.81582
39.64,0.66999,-0.81851
39.68,0.66556,-0.82088
39.72,0.65866,-0.82256
39.76,0.64931,-0.82342
39.8,0.63754,-0.82419
39.84,0.62336,-0.82364
39.88,0.60682,-0.82301
39.92,0.58798,-0.82166
39.96,0.56691,-0.81966
40,0.54368,-0.81752
40.04,0.5184,-0.81408
40.08,0.49114,-0.81056
40.12,0.46203,-0.80615
40.16,0.43119,-0.8011
40.2,0.39874,-0.79567
40.24,0.36481,-0.78886
40.28,0.32955,-0.78179
40.32,0.29309,-0.77354
40.36,0.25559,-0.76455
40.4,0.21719,-0.7548
40.44,0.17804,-0.74355
40.48,0.1383,-0.73176
40.52,0.098115,-0.71842
40.56,0.057632,-0.70425
40.6,0.016995,-0.68885
40.64,-0.023652,-0.67188
40.68,-0.064175,-0.65408
40.72,-0.10444,-0.63443
40.76,-0.14433,-0.61386
40.8,-0.18371,-0.59171
40.84,-0.22249,-0.56801
40.88,-0.26055,-0.54328
40.92,-0.2978,-0.51654
40.96,-0.33415,-0.48896
41,-0.36951,-0.45959
41.04,-0.40382,-0.42889
41.08,-0.437,-0.39713
41.12,-0.469,-0.36344
41.16,-0.49976,-0.32916
41.2,-0.52925,-0.29315
41.24,-0.55741,-0.25621
41.28,-0.58422,-0.21846
41.32,-0.60964,-0.1791
41.36,-0.63366,-0.13961
41.4,-0.65626,-0.098753
41.44,-0.67742,-0.057569
41.48,-0.69713,-0.016061
41.52,-0.71538,0.026464
41.56,-0.73217,0.06847
41.6,-0.74749,0.11122
41.64,-0.76134,0.15353
41.68,-0.77372,0.19548
41.72,-0.78461,0.23763
41.76,-0.79404,0.27852
41.8,-0.80198,0.31931
41.84,-0.80844,0.35882
41.88,-0.81342,0.39719
41.92,-0.8169,0.43481
41.96,-0.8189,0.47042
42,-0.81939,0.50502
42.04,-0.81839,0.53751
42.08,-0.81587,0.5681
42.12,-0.81183,0.597
42.16,-0.80628,0.62328
42.2,-0.79919,0.64767
42.24,-0.79056,0.66927
42.28,-0.7804,0.68837
42.32,-0.76869,0.70498
42.36,-0.75543,0.71859
42.4,-0.74063,0.72965
42.44,-0.72429,0.73748
42.48,-0.70641,0.74252
42.52,-0.68701,0.74452
42.56,-0.6661,0.74347
42.6,-0.6437,0.73953
42.64,-0.61983,0.73227
42.68,-0.59451,0.72227
42.72,-0.56779,0.70906
42.76,-0.53969,0.69311
42.8,-0.51027,0.67433
42.84,-0.47957,0.6525
42.88,-0.44766,0.62836
42.92,-0.41458,0.60123
42.96,-0.38041,0.57201
43,-0.34523,0.54039
43.04,-0.30912,0.50631
43.08,-0.27215,0.4707
43.12,-0.23443,0.43262
43.16,-0.19604,0.39338
43.2,-0.1571,0.35244
43.24,-0.11772,0.30988
43.28,-0.077997,0.26672
43.32,-0.038057,0.22186
43.36,0.0019796,0.17686
43.4,0.041989,0.13101
43.44,0.081845,0.084467
43.48,0.12142,0.038286
43.52,0.16058,-0.0087529
43.56,0.19919,-0.054979
43.6,0.23713,-0.10123
43.64,0.27426,-0.14727
43.68,0.31044,-0.19214
43.72,0.34556,-0.23708
43.76,0.37947,-0.28045
43.8,0.41206,-0.32316
43.84,0.4432,-0.36491
43.88,0.47278,-0.40495
43.92,0.50067,-0.44441
43.96,0.52678,-0.4818
44,0.55099,-0.51809
44.04,0.57321,-0.55287
44.08,0.59335,-0.58568
44.12,0.61132,-0.61746
44.16,0.62705,-0.64697
44.2,0.64048,-0.67515
44.24,0.65154,-0.7015
44.28,0.66019,-0.72587
44.32,0.6664,-0.74896
44.36,0.67012,-0.76978
44.4,0.67136,-0.78925
44.44,0.67009,-0.80674
44.48,0.66633,-0.82242
44.52,0.66009,-0.83669
44.56,0.6514,-0.84888
44.6,0.6403,-0.85976
44.64,0.62684,-0.86865
44.68,0.61109,-0.87599
44.72,0.59311,-0.88184
44.76,0.573,-0.88588
44.8,0.55085,-0.88868
44.84,0.52676,-0.88951
44.88,0.50085,-0.88908
44.92,0.47323,-0.88707
44.96,0.44405,-0.88352
45,0.41343,-0.87876
45.04,0.38152,-0.87211
45.08,0.34846,-0.86438
45.12,0.31441,-0.85499
45.16,0.27953,-0.84432
45.2,0.24396,-0.83238
45.24,0.20786,-0.81865
45.28,0.1714,-0.80397
45.32,0.13472,-0.78755
45.36,0.09799,-0.77005
45.4,0.061349,-0.75122
